County,Char_1,Char_2,Char_3
"HuntingdonCounty,Pennsylvania",255,0.00504,85000
"IndianaCounty,Pennsylvania",226,0.00703,90000
"JeffersonCounty,Pennsylvania",400,0.0021,118000
"JuniataCounty,Pennsylvania",104,0.00818,168000
"LackawannaCounty,Pennsylvania",245,0.0089,39000
"LancasterCounty,Pennsylvania",183,0.00384,33000
"LawrenceCounty,Pennsylvania",440,0.00924,44000
"LebanonCounty,Pennsylvania",104,0.00575,148000
"LehighCounty,Pennsylvania",109,0.00678,115000
"LuzerneCounty,Pennsylvania",227,0.00393,176000
"LycomingCounty,Pennsylvania",215,0.00338,188000
"McKeanCounty,Pennsylvania",122,0.00669,169000
"MercerCounty,Pennsylvania",239,0.001,57000
"MifflinCounty,Pennsylvania",481,0.0042,141000
"MonroeCounty,Pennsylvania",370,0.00136,157000
"MontgomeryCounty,Pennsylvania",229,0.00646,21000
"MontourCounty,Pennsylvania",264,0.0048,53000
"NorthamptonCounty,Pennsylvania",386,0.00892,129000
"NorthumberlandCounty,Pennsylvania",272,0.00439,119000
"PerryCounty,Pennsylvania",419,0.00123,38000
"PhiladelphiaCounty,Pennsylvania",233,0.008,19000
"PikeCounty,Pennsylvania",479,0.00861,31000
"PotterCounty,Pennsylvania",251,0.00249,63000
"SchuylkillCounty,Pennsylvania",386,0.00297,77000
"SnyderCounty,Pennsylvania",239,0.00959,93000
"SomersetCounty,Pennsylvania",318,0.00897,77000
"SullivanCounty,Pennsylvania",294,0.0012,21000
"SusquehannaCounty,Pennsylvania",477,0.00356,74000
"TiogaCounty,Pennsylvania",145,0.00693,114000
"UnionCounty,Pennsylvania",248,0.00283,133000
"VenangoCounty,Pennsylvania",166,0.00423,68000
"WarrenCounty,Pennsylvania",488,0.00361,169000
"WashingtonCounty,Pennsylvania",319,0.00461,162000
"WayneCounty,Pennsylvania",368,0.00141,19000
"WestmorelandCounty,Pennsylvania",187,0.00871,103000
"WyomingCounty,Pennsylvania",171,0.0019,189000
"YorkCounty,Pennsylvania",161,0.00395,141000
"BristolCounty,RhodeIsland",409,0.00615,137000
"KentCounty,RhodeIsland",463,0.00943,193000
"NewportCounty,RhodeIsland",271,0.00774,98000
"ProvidenceCounty,RhodeIsland",472,0.00185,156000
"WashingtonCounty,RhodeIsland",358,0.00832,106000
"AbbevilleCounty,SouthCarolina",235,0.00876,100000
"AikenCounty,SouthCarolina",409,0.00098,90000
"AllendaleCounty,SouthCarolina",401,0.00306,117000
"AndersonCounty,SouthCarolina",393,0.00566,166000
"BambergCounty,SouthCarolina",110,0.00129,184000
"BarnwellCounty,SouthCarolina",473,0.00677,159000
"BeaufortCounty,SouthCarolina",421,0.00133,87000
"BerkeleyCounty,SouthCarolina",255,0.00352,87000
"CalhounCounty,SouthCarolina",151,0.00437,139000
"CharlestonCounty,SouthCarolina",323,0.00906,141000
"CherokeeCounty,SouthCarolina",241,0.00472,136000
"ChesterCounty,SouthCarolina",107,0.00774,180000
"ChesterfieldCounty,SouthCarolina",175,0.00604,194000
"ClarendonCounty,SouthCarolina",288,0.00075,31000
"ColletonCounty,SouthCarolina",246,0.00425,41000
"DarlingtonCounty,SouthCarolina",127,0.00299,181000
"DillonCounty,SouthCarolina",130,0.00785,145000
"DorchesterCounty,SouthCarolina",337,0.00833,182000
"EdgefieldCounty,SouthCarolina",151,0.00423,13000
"FairfieldCounty,SouthCarolina",379,0.00945,151000
"FlorenceCounty,SouthCarolina",227,0.00365,188000
"GeorgetownCounty,SouthCarolina",396,0.00202,136000
"GreenvilleCounty,SouthCarolina",496,0.00601,21000
"GreenwoodCounty,SouthCarolina",475,0.00766,24000
"HamptonCounty,SouthCarolina",442,0.00908,20000
"HorryCounty,SouthCarolina",410,0.00075,77000
"JasperCounty,SouthCarolina",132,0.00967,175000
"KershawCounty,SouthCarolina",303,0.00358,21000
"LancasterCounty,SouthCarolina",292,0.00733,49000
"LaurensCounty,SouthCarolina",255,0.00932,110000
"LeeCounty,SouthCarolina",162,0.00255,182000
"LexingtonCounty,SouthCarolina",269,0.00823,32000
"MarionCounty,SouthCarolina",222,0.00652,16000
"MarlboroCounty,SouthCarolina",101,0.00385,58000
"McCormickCounty,SouthCarolina",319,0.00769,149000
"NewberryCounty,SouthCarolina",139,0.0008,123000
"OconeeCounty,SouthCarolina",490,0.00499,127000
"OrangeburgCounty,SouthCarolina",123,0.00831,132000
"PickensCounty,SouthCarolina",144,0.00582,80000
"RichlandCounty,SouthCarolina",445,0.00996,197000
"SaludaCounty,SouthCarolina",273,0.00814,143000
"SpartanburgCounty,SouthCarolina",229,0.00482,103000
"SumterCounty,SouthCarolina",361,0.00687,176000
"UnionCounty,SouthCarolina",167,0.00256,47000
"WilliamsburgCounty,SouthCarolina",312,0.00607,156000
"YorkCounty,SouthCarolina",131,0.00643,64000
"AuroraCounty,SouthDakota",345,0.00279,48000
"BeadleCounty,SouthDakota",351,0.00199,26000
"BennettCounty,SouthDakota",475,0.00496,33000
"BonHommeCounty,SouthDakota",196,0.00332,18000
"BrookingsCounty,SouthDakota",432,0.00669,73000
"BrownCounty,SouthDakota",383,0.00151,190000
"BruleCounty,SouthDakota",490,0.00551,151000
"BuffaloCounty,SouthDakota",401,0.00601,29000
"ButteCounty,SouthDakota",298,0.00505,160000
"CampbellCounty,SouthDakota",316,0.00414,82000
"CharlesMixCounty,SouthDakota",160,0.00463,63000
"ClarkCounty,SouthDakota",344,0.00638,104000
"ClayCounty,SouthDakota",498,0.00999,58000
"CodingtonCounty,SouthDakota",374,0.00397,180000
"CorsonCounty,SouthDakota",458,0.00088,129000
"CusterCounty,SouthDakota",338,0.00131,121000
"DavisonCounty,SouthDakota",452,0.00351,52000
"DayCounty,SouthDakota",247,0.0087,70000
"DeuelCounty,SouthDakota",343,0.00186,110000
"DeweyCounty,SouthDakota",346,0.00691,62000
"DouglasCounty,SouthDakota",238,0.00938,26000
"EdmundsCounty,SouthDakota",156,0.00229,158000
"FallRiverCounty,SouthDakota",130,0.00422,31000
"FaulkCounty,SouthDakota",445,0.00835,143000
"GrantCounty,SouthDakota",322,0.00657,122000
"GregoryCounty,SouthDakota",325,0.00679,137000
"HaakonCounty,SouthDakota",168,0.00648,34000
"HamlinCounty,SouthDakota",171,0.00024,200000
"HandCounty,SouthDakota",132,0.00954,86000
"HansonCounty,SouthDakota",439,0.0052,76000
"HardingCounty,SouthDakota",198,0.00625,193000
"HughesCounty,SouthDakota",107,0.00487,21000
"HutchinsonCounty,SouthDakota",338,0.00334,125000
"HydeCounty,SouthDakota",459,0.00771,111000
"JacksonCounty,SouthDakota",279,0.00466,106000
"JerauldCounty,SouthDakota",148,0.00305,28000
"JonesCounty,SouthDakota",411,0.00373,144000
"KingsburyCounty,SouthDakota",336,0.00428,61000
"LakeCounty,SouthDakota",288,0.00441,181000
"LawrenceCounty,SouthDakota",400,0.00369,167000
"LincolnCounty,SouthDakota",474,0.00358,102000
"LymanCounty,SouthDakota",208,0.00148,181000
"MarshallCounty,SouthDakota",339,0.00193,63000
"McCookCounty,SouthDakota",388,0.00496,124000
"McPhersonCounty,SouthDakota",251,0.00863,26000
"MeadeCounty,SouthDakota",475,0.00254,100000
"MelletteCounty,SouthDakota",339,0.00027,192000
"MinerCounty,SouthDakota",287,0.00915,40000
"MinnehahaCounty,SouthDakota",427,0.0028,70000
"MoodyCounty,SouthDakota",260,0.00909,42000
"OglalaLakotaCounty,SouthDakota",489,0.00696,117000
"PenningtonCounty,SouthDakota",129,0.00769,182000
"PerkinsCounty,SouthDakota",363,0.0089,64000
"PotterCounty,SouthDakota",362,0.00245,173000
"RobertsCounty,SouthDakota",472,0.00462,112000
"SanbornCounty,SouthDakota",461,0.00946,30000
"SpinkCounty,SouthDakota",413,0.00553,10000
"StanleyCounty,SouthDakota",492,0.00789,137000
"SullyCounty,SouthDakota",350,0.01,195000
"ToddCounty,SouthDakota",401,0.00452,43000
"TrippCounty,SouthDakota",360,0.00648,13000
"TurnerCounty,SouthDakota",107,0.00581,194000
"UnionCounty,SouthDakota",177,0.00229,12000
"WalworthCounty,SouthDakota",321,0.00151,149000
"YanktonCounty,SouthDakota",297,0.00671,29000
"ZiebachCounty,SouthDakota",276,0.00825,52000
"AndersonCounty,Tennessee",351,0.00999,188000
"BedfordCounty,Tennessee",405,0.00061,45000
"BentonCounty,Tennessee",393,0.00567,64000
"BledsoeCounty,Tennessee",475,0.00533,52000
"BlountCounty,Tennessee",366,0.00867,121000
"BradleyCounty,Tennessee",387,0.00121,109000
"CampbellCounty,Tennessee",414,0.00114,122000
"CannonCounty,Tennessee",184,0.0083,84000
"CarrollCounty,Tennessee",209,0.00437,171000
"CarterCounty,Tennessee",413,0.00095,145000
"CheathamCounty,Tennessee",213,0.00097,176000
"ChesterCounty,Tennessee",205,0.00626,160000
"ClaiborneCounty,Tennessee",262,0.00424,186000
"ClayCounty,Tennessee",346,0.00584,76000
"CockeCounty,Tennessee",140,0.00434,171000
"CoffeeCounty,Tennessee",291,0.00034,159000
"CrockettCounty,Tennessee",245,0.00724,102000
"CumberlandCounty,Tennessee",358,0.00047,26000
"DavidsonCounty,Tennessee",454,0.00366,10000
"DeKalbCounty,Tennessee",169,0.00559,144000
"DecaturCounty,Tennessee",220,0.00206,148000
"DicksonCounty,Tennessee",194,0.00341,68000
"DyerCounty,Tennessee",343,0.00871,107000
"FayetteCounty,Tennessee",435,0.00811,19000
"FentressCounty,Tennessee",342,0.00458,38000
"FranklinCounty,Tennessee",427,0.00768,20000
"GibsonCounty,Tennessee",362,0.00648,34000
"GilesCounty,Tennessee",351,0.00148,87000
"GraingerCounty,Tennessee",440,0.00209,154000
"GreeneCounty,Tennessee",432,0.0098,145000
"GrundyCounty,Tennessee",422,0.00961,137000
"HamblenCounty,Tennessee",454,0.00118,122000
"HamiltonCounty,Tennessee",201,0.00711,194000
"HancockCounty,Tennessee",140,0.00019,137000
"HardemanCounty,Tennessee",433,0.00332,105000
"HardinCounty,Tennessee",200,0.00353,145000
"HawkinsCounty,Tennessee",276,0.00797,114000
"HaywoodCounty,Tennessee",115,0.00537,158000
"HendersonCounty,Tennessee",224,0.00893,141000
"HenryCounty,Tennessee",359,0.00278,69000
"HickmanCounty,Tennessee",478,0.00283,65000
"HoustonCounty,Tennessee",425,0.00897,173000
"HumphreysCounty,Tennessee",287,0.00426,160000
"JacksonCounty,Tennessee",500,0.00799,10000
"JeffersonCounty,Tennessee",487,0.0069,185000
"JohnsonCounty,Tennessee",275,0.00766,25000
"KnoxCounty,Tennessee",288,0.0023,189000
"LakeCounty,Tennessee",172,0.00928,106000
"LauderdaleCounty,Tennessee",241,0.00337,175000
"LawrenceCounty,Tennessee",264,0.00938,178000
"LewisCounty,Tennessee",418,0.00734,169000
"LincolnCounty,Tennessee",426,0.00706,13000
"LoudonCounty,Tennessee",256,0.00398,83000
"MaconCounty,Tennessee",215,0.00032,75000
"MadisonCounty,Tennessee",124,0.0083,49000
"MarionCounty,Tennessee",381,0.00576,109000
"MarshallCounty,Tennessee",359,0.00795,167000
"MauryCounty,Tennessee",272,0.00497,188000
"McMinnCounty,Tennessee",186,0.00457,177000
"McNairyCounty,Tennessee",467,0.00455,42000
"MeigsCounty,Tennessee",271,0.00553,79000
"MonroeCounty,Tennessee",191,0.00215,61000
"MontgomeryCounty,Tennessee",488,0.00839,156000
"MooreCounty,Tennessee",390,0.00914,84000
"MorganCounty,Tennessee",269,0.00648,51000
"ObionCounty,Tennessee",347,0.00704,31000
"OvertonCounty,Tennessee",315,0.00464,10000
"PerryCounty,Tennessee",372,0.005,53000
"PickettCounty,Tennessee",434,0.0029,97000
"PolkCounty,Tennessee",101,0.00757,47000
"PutnamCounty,Tennessee",302,0.00892,173000
"RheaCounty,Tennessee",386,0.0045,153000
"RoaneCounty,Tennessee",326,0.00807,178000
"RobertsonCounty,Tennessee",384,0.00414,125000
"RutherfordCounty,Tennessee",475,0.00557,149000
"ScottCounty,Tennessee",482,0.00596,144000
"SequatchieCounty,Tennessee",462,0.00409,36000
"SevierCounty,Tennessee",247,0.00715,127000
"ShelbyCounty,Tennessee",115,0.00828,90000
"SmithCounty,Tennessee",477,0.00896,85000
"StewartCounty,Tennessee",423,0.00372,194000
"SullivanCounty,Tennessee",387,0.00769,86000
"SumnerCounty,Tennessee",313,0.00817,101000
"TiptonCounty,Tennessee",179,0.0046,27000
"TrousdaleCounty,Tennessee",147,0.0017,131000
"UnicoiCounty,Tennessee",152,0.00022,191000
"UnionCounty,Tennessee",483,0.00865,58000
"VanBurenCounty,Tennessee",492,0.0041,65000
"WarrenCounty,Tennessee",394,0.00683,129000
"WashingtonCounty,Tennessee",104,0.00413,38000
"WayneCounty,Tennessee",108,0.00315,143000
"WeakleyCounty,Tennessee",186,0.00956,10000
"WhiteCounty,Tennessee",113,0.00157,32000
"WilliamsonCounty,Tennessee",232,0.00198,61000
"WilsonCounty,Tennessee",415,0.00201,178000
"AndersonCounty,Texas",127,0.0061,135000
"AndrewsCounty,Texas",332,0.00263,144000
"AngelinaCounty,Texas",388,0.009,102000
"AransasCounty,Texas",443,0.00467,159000
"ArcherCounty,Texas",455,0.00328,58000
"ArmstrongCounty,Texas",295,0.00248,165000
"AtascosaCounty,Texas",198,0.00808,109000
"AustinCounty,Texas",278,0.00736,71000
"BaileyCounty,Texas",334,0.00123,180000
"BanderaCounty,Texas",155,0.00087,105000
"BastropCounty,Texas",199,0.00503,198000
"BaylorCounty,Texas",432,0.00772,58000
"BeeCounty,Texas",367,0.00765,68000
"BellCounty,Texas",360,0.00567,67000
"BexarCounty,Texas",421,0.00319,166000
"BlancoCounty,Texas",409,0.00238,79000
"BordenCounty,Texas",176,0.00664,165000
"BosqueCounty,Texas",263,0.00497,59000
"BowieCounty,Texas",135,0.0099,141000
"BrazoriaCounty,Texas",389,0.00715,157000
"BrazosCounty,Texas",310,0.00505,49000
"BrewsterCounty,Texas",233,0.0077,182000
"BriscoeCounty,Texas",209,0.00457,90000
"BrooksCounty,Texas",431,0.0063,147000
"BrownCounty,Texas",442,0.00591,165000
"BurlesonCounty,Texas",465,0.00766,82000
"BurnetCounty,Texas",245,0.00647,41000
"CaldwellCounty,Texas",397,0.00134,199000
"CalhounCounty,Texas",333,0.00388,118000
"CallahanCounty,Texas",420,0.00629,53000
"CameronCounty,Texas",117,0.0033,121000
"CampCounty,Texas",244,0.0073,169000
"CarsonCounty,Texas",313,0.00642,187000
"CassCounty,Texas",444,0.00663,128000
"CastroCounty,Texas",284,0.00709,150000
"ChambersCounty,Texas",376,0.00512,20000
"CherokeeCounty,Texas",112,0.00783,55000
"ChildressCounty,Texas",284,0.00231,113000
"ClayCounty,Texas",418,0.00305,69000
"CochranCounty,Texas",429,0.00291,191000
"CokeCounty,Texas",242,0.00843,62000
"ColemanCounty,Texas",194,0.00708,160000
"CollinCounty,Texas",297,0.00168,156000
"CollingsworthCounty,Texas",275,0.0051,193000
"ColoradoCounty,Texas",290,0.00358,117000
"ComalCounty,Texas",270,0.00213,35000
"ComancheCounty,Texas",170,0.00598,200000
"ConchoCounty,Texas",134,0.00889,192000
"CookeCounty,Texas",405,0.00297,62000
"CoryellCounty,Texas",431,0.00014,135000
"CottleCounty,Texas",448,0.00954,108000
"CraneCounty,Texas",223,0.00012,11000
"CrockettCounty,Texas",125,0.0006,149000
"CrosbyCounty,Texas",324,0.00807,185000
"CulbersonCounty,Texas",264,0.00677,180000
"DallamCounty,Texas",291,0.00079,200000
"DallasCounty,Texas",194,0.00392,157000
"DawsonCounty,Texas",423,0.00334,11000
"DeWittCounty,Texas",404,0.00866,93000
"DeafSmithCounty,Texas",324,0.00421,118000
"DeltaCounty,Texas",160,0.00563,12000
"DentonCounty,Texas",326,0.00751,47000
"DickensCounty,Texas",429,0.00434,41000
"DimmitCounty,Texas",241,0.00156,107000
"DonleyCounty,Texas",400,0.00248,185000
"DuvalCounty,Texas",439,0.00715,53000
"EastlandCounty,Texas",304,0.00116,67000
"EctorCounty,Texas",321,0.00904,86000
"EdwardsCounty,Texas",341,0.00483,118000
"ElPasoCounty,Texas",124,0.00326,97000
"EllisCounty,Texas",148,0.00532,190000
"ErathCounty,Texas",114,0.00393,194000
"FallsCounty,Texas",110,0.00653,126000
"FanninCounty,Texas",460,0.00652,43000
"FayetteCounty,Texas",149,0.00648,67000
"FisherCounty,Texas",399,0.00686,178000
"FloydCounty,Texas",227,0.00623,160000
"FoardCounty,Texas",325,0.00998,164000
"FortBendCounty,Texas",421,0.00041,128000
"FranklinCounty,Texas",354,0.00144,107000
"FreestoneCounty,Texas",206,0.00352,61000
"FrioCounty,Texas",436,0.00968,48000
"GainesCounty,Texas",140,0.00044,144000
"GalvestonCounty,Texas",232,0.00106,38000
"GarzaCounty,Texas",410,0.00443,80000
"GillespieCounty,Texas",102,0.00369,193000
"GlasscockCounty,Texas",300,0.00914,30000
"GoliadCounty,Texas",228,0.00251,200000
"GonzalesCounty,Texas",454,0.00197,123000
"GrayCounty,Texas",355,0.00313,177000
"GraysonCounty,Texas",183,0.00567,168000
"GreggCounty,Texas",475,0.00659,53000
"GrimesCounty,Texas",321,0.00375,71000
"GuadalupeCounty,Texas",245,0.00779,126000
"HaleCounty,Texas",391,0.00771,115000
"HallCounty,Texas",400,0.00884,110000
"HamiltonCounty,Texas",359,0.00492,194000
"HansfordCounty,Texas",133,0.00921,84000
"HardemanCounty,Texas",108,0.00765,49000
"HardinCounty,Texas",453,0.00819,147000
"HarrisCounty,Texas",493,0.00393,169000
"HarrisonCounty,Texas",497,0.0059,55000
"HartleyCounty,Texas",333,0.00789,101000
"HaskellCounty,Texas",355,0.00835,105000
"HaysCounty,Texas",425,0.00748,183000
"HemphillCounty,Texas",323,0.00001,113000
"HendersonCounty,Texas",391,0.00168,155000
"HidalgoCounty,Texas",235,0.00199,190000
"HillCounty,Texas",452,0.00032,195000
"HockleyCounty,Texas",247,0.00066,154000
"HoodCounty,Texas",205,0.00285,188000
"HopkinsCounty,Texas",336,0.00106,33000
"HoustonCounty,Texas",175,0.00006,188000
"HowardCounty,Texas",438,0.00419,43000
"HudspethCounty,Texas",103,0.00763,158000
"HuntCounty,Texas",258,0.00977,176000
"HutchinsonCounty,Texas",136,0.00595,193000
"IrionCounty,Texas",164,0.0004,33000
"JackCounty,Texas",153,0.00712,101000
"JacksonCounty,Texas",256,0.00327,45000
"JasperCounty,Texas",251,0.00134,122000
"JeffDavisCounty,Texas",351,0.00205,77000
"JeffersonCounty,Texas",295,0.00858,49000
"JimHoggCounty,Texas",259,0.00546,144000
"JimWellsCounty,Texas",244,0.00737,100000
"JohnsonCounty,Texas",428,0.0069,38000
"JonesCounty,Texas",475,0.00217,162000
"KarnesCounty,Texas",185,0.00657,50000
"KaufmanCounty,Texas",453,0.00521,160000
"KendallCounty,Texas",243,0.00484,92000
"KenedyCounty,Texas",211,0.00553,141000
"KentCounty,Texas",165,0.00448,41000
"KerrCounty,Texas",156,0.00919,18000
"KimbleCounty,Texas",219,0.00497,177000
"KingCounty,Texas",484,0.0043,135000
"KinneyCounty,Texas",268,0.00911,95000
"KlebergCounty,Texas",183,0.00452,194000
"KnoxCounty,Texas",212,0.00719,155000
"LaSalleCounty,Texas",346,0.00241,67000
"LamarCounty,Texas",219,0.00344,88000
"LambCounty,Texas",189,0.00843,35000
"LampasasCounty,Texas",166,0.00481,42000
"LavacaCounty,Texas",437,0.00979,69000
"LeeCounty,Texas",343,0.00472,62000
"LeonCounty,Texas",162,0.00609,100000
"LibertyCounty,Texas",498,0.00475,102000
"LimestoneCounty,Texas",257,0.00402,54000
"LipscombCounty,Texas",193,0.00519,76000
"LiveOakCounty,Texas",258,0.0067,22000
"LlanoCounty,Texas",397,0.00416,88000
"LovingCounty,Texas",224,0.00608,146000
"LubbockCounty,Texas",273,0.00528,92000
"LynnCounty,Texas",322,0.00575,146000
"MadisonCounty,Texas",282,0.00966,18000
"MarionCounty,Texas",314,0.00674,28000
"MartinCounty,Texas",271,0.00752,22000
"MasonCounty,Texas",402,0.00926,118000
"MatagordaCounty,Texas",363,0.00342,198000
"MaverickCounty,Texas",158,0.00063,186000
"McCullochCounty,Texas",195,0.00709,59000
"McLennanCounty,Texas",158,0.00902,100000
"McMullenCounty,Texas",191,0.00751,164000
"MedinaCounty,Texas",411,0.00954,139000
"MenardCounty,Texas",326,0.00501,35000
"MidlandCounty,Texas",486,0.00982,77000
"MilamCounty,Texas",374,0.00618,158000
"MillsCounty,Texas",388,0.0053,119000
"MitchellCounty,Texas",152,0.00008,113000
"MontagueCounty,Texas",285,0.00436,109000
"MontgomeryCounty,Texas",125,0.00831,199000
"MooreCounty,Texas",297,0.00961,44000
"MorrisCounty,Texas",333,0.00645,175000
"MotleyCounty,Texas",244,0.00643,67000
"NacogdochesCounty,Texas",161,0.00616,180000
"NavarroCounty,Texas",159,0.00165,166000
"NewtonCounty,Texas",415,0.00406,164000
"NolanCounty,Texas",278,0.00244,177000
"NuecesCounty,Texas",136,0.0088,73000
"OchiltreeCounty,Texas",235,0.00732,68000
"OldhamCounty,Texas",256,0.00679,54000
"OrangeCounty,Texas",202,0.00559,184000
"PaloPintoCounty,Texas",418,0.0047,14000
"PanolaCounty,Texas",257,0.00898,133000
"ParkerCounty,Texas",473,0.00957,60000
"ParmerCounty,Texas",470,0.00731,56000
"PecosCounty,Texas",339,0.00531,172000
"PolkCounty,Texas",370,0.00155,154000
"PotterCounty,Texas",263,0.0038,68000
"PresidioCounty,Texas",176,0.00532,12000
"RainsCounty,Texas",418,0.00677,133000
"RandallCounty,Texas",227,0.00664,50000
"ReaganCounty,Texas",459,0.00766,24000
"RealCounty,Texas",360,0.00603,181000
"RedRiverCounty,Texas",328,0.00012,119000
"ReevesCounty,Texas",308,0.00128,171000
"RefugioCounty,Texas",497,0.00621,16000
"RobertsCounty,Texas",280,0.00366,182000
"RobertsonCounty,Texas",352,0.00002,80000
"RockwallCounty,Texas",357,0.00787,132000
"RunnelsCounty,Texas",370,0.00339,191000
"RuskCounty,Texas",135,0.00605,43000
"SabineCounty,Texas",151,0.00779,87000
"SanAugustineCounty,Texas",198,0.00371,123000
"SanJacintoCounty,Texas",100,0.00045,126000
"SanPatricioCounty,Texas",327,0.00935,186000
"SanSabaCounty,Texas",403,0.008,123000
"SchleicherCounty,Texas",143,0.00659,81000
"ScurryCounty,Texas",400,0.00186,132000
"ShackelfordCounty,Texas",178,0.00276,144000
"ShelbyCounty,Texas",103,0.00027,23000
"ShermanCounty,Texas",409,0.0068,109000
"SmithCounty,Texas",450,0.00647,88000
"SomervellCounty,Texas",281,0.00272,195000
"StarrCounty,Texas",288,0.00543,87000
"StephensCounty,Texas",492,0.00993,123000
"SterlingCounty,Texas",177,0.00045,12000
"StonewallCounty,Texas",393,0.00769,102000
"SuttonCounty,Texas",296,0.00422,118000
"SwisherCounty,Texas",163,0.00594,59000
"TarrantCounty,Texas",291,0.0042,194000
"TaylorCounty,Texas",372,0.00559,107000
"TerrellCounty,Texas",181,0.00791,186000
"TerryCounty,Texas",401,0.00967,63000
"ThrockmortonCounty,Texas",299,0.0088,18000
"TitusCounty,Texas",444,0.00913,68000
"TomGreenCounty,Texas",385,0.00716,128000
"TravisCounty,Texas",160,0.00791,63000
"TrinityCounty,Texas",213,0.00926,197000
"TylerCounty,Texas",290,0.00821,56000
"UpshurCounty,Texas",352,0.00452,10000
"UptonCounty,Texas",368,0.0055,14000
"UvaldeCounty,Texas",304,0.00679,65000
"ValVerdeCounty,Texas",126,0.00682,61000
"VanZandtCounty,Texas",190,0.00542,39000
"VictoriaCounty,Texas",276,0.00188,89000
"WalkerCounty,Texas",374,0.00098,120000
"WallerCounty,Texas",431,0.00081,176000
"WardCounty,Texas",297,0.00577,137000
"WashingtonCounty,Texas",121,0.00526,157000
"WebbCounty,Texas",234,0.00959,22000
"WhartonCounty,Texas",130,0.00633,95000
"WheelerCounty,Texas",490,0.00052,166000
"WichitaCounty,Texas",247,0.00414,111000
"WilbargerCounty,Texas",425,0.00299,79000
"WillacyCounty,Texas",462,0.00192,17000
"WilliamsonCounty,Texas",309,0.00623,63000
"WilsonCounty,Texas",223,0.005,104000
"WinklerCounty,Texas",256,0.00231,108000
"WiseCounty,Texas",285,0.00858,39000
"WoodCounty,Texas",357,0.0044,126000
"YoakumCounty,Texas",139,0.00548,138000
"YoungCounty,Texas",500,0.00008,27000
"ZapataCounty,Texas",483,0.00612,161000
"ZavalaCounty,Texas",205,0.00425,53000
"BeaverCounty,Utah",121,0.0006,61000
"BoxElderCounty,Utah",448,0.00678,102000
"CacheCounty,Utah",205,0.00477,31000
"CarbonCounty,Utah",242,0.00551,11000
"DaggettCounty,Utah",197,0.00122,145000
"DavisCounty,Utah",189,0.00352,89000
"DuchesneCounty,Utah",344,0.00525,81000
"EmeryCounty,Utah",143,0.00408,177000
"GarfieldCounty,Utah",384,0.00881,133000
"GrandCounty,Utah",271,0.00384,135000
"IronCounty,Utah",387,0.00469,200000
"JuabCounty,Utah",185,0.00873,137000
"KaneCounty,Utah",479,0.00935,45000
"MillardCounty,Utah",123,0.00733,74000
"MorganCounty,Utah",490,0.0078,166000
"PiuteCounty,Utah",434,0.00827,35000
"RichCounty,Utah",269,0.00353,50000
"SaltLakeCounty,Utah",498,0.00599,13000
"SanJuanCounty,Utah",235,0.00609,82000
"SanpeteCounty,Utah",268,0.00105,22000
"SevierCounty,Utah",170,0.00961,135000
"SummitCounty,Utah",111,0.00486,38000
"TooeleCounty,Utah",121,0.00781,12000
"UintahCounty,Utah",226,0.00914,182000
"UtahCounty,Utah",315,0.00035,50000
"WasatchCounty,Utah",163,0.0074,148000
"WashingtonCounty,Utah",465,0.00239,147000
"WayneCounty,Utah",278,0.00471,187000
"WeberCounty,Utah",167,0.00673,26000
"AddisonCounty,Vermont",271,0.00594,87000
"BenningtonCounty,Vermont",116,0.00215,90000
"CaledoniaCounty,Vermont",108,0.00276,88000
"ChittendenCounty,Vermont",174,0.00113,143000
"EssexCounty,Vermont",411,0.00491,21000
"FranklinCounty,Vermont",480,0.00325,198000
"GrandIsleCounty,Vermont",238,0.00573,91000
"LamoilleCounty,Vermont",411,0.00485,120000
"OrangeCounty,Vermont",171,0.00992,10000
"OrleansCounty,Vermont",499,0.00848,140000
"RutlandCounty,Vermont",430,0.00916,128000
"WashingtonCounty,Vermont",436,0.0015,173000
"WindhamCounty,Vermont",439,0.0056,94000
"WindsorCounty,Vermont",413,0.00453,94000
"AccomackCounty,Virginia",275,0.00803,32000
"AlbemarleCounty,Virginia",196,0.00607,75000
"AlexandriaCity,Virginia",211,0.00717,167000
"AlleghanyCounty,Virginia",215,0.00759,75000
"AmeliaCounty,Virginia",232,0.00956,132000
"AmherstCounty,Virginia",268,0.0006,191000
"AppomattoxCounty,Virginia",473,0.00627,146000
"ArlingtonCounty,Virginia",101,0.00374,100000
"AugustaCounty,Virginia",109,0.00835,148000
"BathCounty,Virginia",173,0.00808,78000
"BedfordCounty,Virginia",488,0.00998,49000
"BlandCounty,Virginia",165,0.00866,42000
"BotetourtCounty,Virginia",352,0.00819,191000
"BristolCity,Virginia",319,0.00098,93000
"BrunswickCounty,Virginia",195,0.00542,185000
"BuchananCounty,Virginia",108,0.00826,104000
"BuckinghamCounty,Virginia",285,0.00335,53000
"BuenaVistaCity,Virginia",159,0.00451,70000
"CampbellCounty,Virginia",327,0.00838,155000
"CarolineCounty,Virginia",402,0.00131,89000
"CarrollCounty,Virginia",361,0.00388,134000
"CharlesCityCounty,Virginia",234,0.00786,65000
"CharlotteCounty,Virginia",147,0.00412,103000
"CharlottesvilleCity,Virginia",349,0.00662,94000
"ChesapeakeCity,Virginia",319,0.00363,143000
"ChesterfieldCounty,Virginia",257,0.0091,111000
